user_idx,degree,degree_group
5653,10,low
5654,169,high
5655,97,medium
5656,109,medium
5657,21,low
5658,83,medium
5659,48,medium
5660,154,high
5661,214,high
5662,30,medium
5663,20,low
5664,232,high
5665,66,medium
5666,15,low
5667,54,medium
5668,94,medium
5669,14,low
5670,48,medium
5671,31,medium
5672,393,high
5673,50,medium
5674,137,medium
5675,98,medium
5676,154,high
5677,119,medium
5678,19,low
5679,390,high
5680,63,medium
5681,237,high
5682,19,low
5683,38,medium
5684,45,medium
5685,41,medium
5686,273,high
5687,18,low
5688,97,medium
5689,40,medium
5690,18,low
5691,20,low
5692,10,low
5693,19,low
5694,14,low
5695,180,high
5696,122,medium
5697,24,medium
5698,80,medium
5699,90,medium
5700,51,medium
5701,82,medium
5702,90,medium
5703,104,medium
5704,83,medium
5705,33,medium
5706,80,medium
5707,40,medium
5708,37,medium
5709,43,medium
5710,16,low
5711,63,medium
5712,51,medium
5713,154,high
5714,241,high
5715,149,high
5716,9,low
5717,101,medium
5718,27,medium
5719,227,high
5720,99,medium
5721,78,medium
5722,10,low
5723,101,medium
5724,21,low
5725,158,high
5726,53,medium
5727,33,medium
5728,47,medium
5729,24,medium
5730,146,high
5731,133,medium
5732,13,low
5733,88,medium
5734,49,medium
5735,233,high
5736,36,medium
5737,15,low
5738,18,low
5739,34,medium
5740,23,medium
5741,325,high
5742,40,medium
5743,46,medium
5744,288,high
5745,40,medium
5746,228,high
5747,66,medium
5748,46,medium
5749,94,medium
5750,66,medium
5751,137,medium
5752,294,high
5753,23,medium
5754,87,medium
5755,106,medium
5756,346,high
5757,17,low
5758,102,medium
5759,193,high
5760,357,high
5761,40,medium
5762,117,medium
5763,62,medium
5764,203,high
5765,71,medium
5766,108,medium
5767,119,medium
5768,129,medium
5769,7,low
5770,15,low
5771,34,medium
5772,124,medium
5773,130,medium
5774,95,medium
5775,52,medium
5776,182,high
5777,159,high
5778,12,low
5779,69,medium
5780,28,medium
5781,12,low
5782,114,medium
5783,161,high
5784,272,high
5785,245,high
5786,35,medium
5787,56,medium
5788,78,medium
5789,145,high
5790,22,medium
5791,185,high
5792,596,high
5793,14,low
5794,66,medium
5795,73,medium
5796,20,low
5797,7,low
5798,124,medium
5799,27,medium
5800,24,medium
5801,10,low
5802,110,medium
5803,142,medium
5804,36,medium
5805,57,medium
5806,160,high
5807,12,low
5808,175,high
5809,494,high
5810,57,medium
5811,19,low
5812,56,medium
5813,14,low
5814,19,low
5815,15,low
5816,18,low
5817,23,medium
5818,44,medium
5819,41,medium
5820,79,medium
5821,226,high
5822,90,medium
5823,123,medium
5824,75,medium
5825,7,low
5826,45,medium
5827,35,medium
5828,824,high
5829,60,medium
5830,65,medium
5831,17,low
5832,26,medium
5833,32,medium
5834,390,high
5835,158,high
5836,27,medium
5837,132,medium
5838,255,high
5839,35,medium
5840,52,medium
5841,55,medium
5842,192,high
5843,51,medium
5844,253,high
5845,270,high
5846,26,medium
5848,117,medium
5849,162,high
5850,70,medium
5851,185,high
5852,37,medium
5853,34,medium
5854,81,medium
5855,150,high
5856,23,medium
5857,53,medium
5858,110,medium
5859,183,high
5860,11,low
5861,34,medium
5862,46,medium
5863,19,low
5864,18,low
5865,51,medium
5866,39,medium
5867,24,medium
5868,74,medium
5869,110,medium
5870,25,medium
5871,167,high
5872,92,medium
5873,15,low
5874,13,low
5875,367,high
5876,32,medium
5877,291,high
5878,145,high
5879,21,low
5880,10,low
5881,46,medium
5882,99,medium
5883,212,high
5884,52,medium
5885,292,high
5886,88,medium
5887,231,high
5888,49,medium
5889,92,medium
5890,64,medium
5891,81,medium
5892,32,medium
5893,53,medium
5894,38,medium
5895,18,low
5896,8,low
5897,53,medium
5898,13,low
5899,55,medium
5900,49,medium
5901,8,low
5902,97,medium
5903,86,medium
5904,28,medium
5905,165,high
5906,9,low
5907,94,medium
5908,102,medium
5909,70,medium
5910,47,medium
5911,23,medium
5912,178,high
5913,223,high
5914,156,high
5915,15,low
5916,12,low
5917,95,medium
5918,25,medium
5919,135,medium
5920,21,low
5921,87,medium
5922,134,medium
5923,39,medium
5924,139,medium
5925,19,low
5926,49,medium
5927,81,medium
5928,37,medium
5929,10,low
5930,35,medium
5931,22,medium
5932,20,low
5933,31,medium
5934,44,medium
5935,134,medium
5936,85,medium
5937,17,low
5938,18,low
5939,125,medium
5940,46,medium
5941,8,low
5942,25,medium
5943,62,medium
5944,54,medium
5945,313,high
5946,97,medium
5947,160,high
5948,36,medium
5949,114,medium
5950,63,medium
5951,476,high
5952,215,high
5953,129,medium
5954,124,medium
5955,69,medium
5956,16,low
5957,129,medium
5958,92,medium
5959,19,low
5960,101,medium
5961,351,high
5962,13,low
5963,29,medium
5964,12,low
5965,27,medium
5966,44,medium
5967,32,medium
5968,89,medium
5969,272,high
5970,29,medium
5971,110,medium
5972,34,medium
5973,61,medium
5974,39,medium
5975,176,high
5976,18,low
5977,130,medium
5978,156,high
5979,91,medium
5980,21,low
5981,27,medium
5982,61,medium
5983,106,medium
5984,30,medium
5985,30,medium
5986,55,medium
5987,143,high
5988,47,medium
5989,32,medium
5990,14,low
5991,63,medium
5992,132,medium
5993,377,high
5994,52,medium
5995,66,medium
5996,20,low
5997,173,high
5998,136,medium
5999,262,high
6000,199,high
6001,22,medium
6002,52,medium
6003,52,medium
6004,117,medium
6005,21,low
6006,21,low
6007,248,high
6008,138,medium
6009,7,low
6010,95,medium
6011,75,medium
6012,32,medium
6013,326,high
6014,16,low
6015,88,medium
6016,40,medium
6017,34,medium
6018,69,medium
6019,29,medium
6020,83,medium
6021,80,medium
6022,123,medium
6023,44,medium
6024,26,medium
6025,22,medium
6026,17,low
6027,75,medium
6028,31,medium
6029,80,medium
6030,40,medium
6031,13,low
6032,92,medium
6033,397,high
6034,118,medium
6035,11,low
6036,88,medium
6037,211,high
